,Class,Word
90,0,thoooooought                  
91,0,thooooooought                 
92,0,thoooooooought                
93,0,thooooooooought               
94,0,thoooooooooought              
95,0,thooooooooooought             
96,0,thoooooooooooought            
97,0,thooooooooooooought           
98,0,thoooooooooooooought          
99,0,thooooooooooooooought         
100,0,thouught                      
101,0,thouuught                     
102,0,thouuuught                    
103,0,thouuuuught                   
104,0,thouuuuuught                  
105,0,thouuuuuuught                 
106,0,thouuuuuuuught                
107,0,thouuuuuuuuught               
108,0,thouuuuuuuuuught              
109,0,thouuuuuuuuuuught             
110,0,thouuuuuuuuuuuught            
111,0,thouuuuuuuuuuuuught           
112,0,thouuuuuuuuuuuuuught          
113,0,thouuuuuuuuuuuuuuught         
114,0,thougght                      
115,0,thouggght                     
116,0,thougggght                    
117,0,thouggggght                   
118,0,thougggggght                  
119,0,thouggggggght                 
120,0,thougggggggght                
121,0,thouggggggggght               
122,0,thougggggggggght              
123,0,thouggggggggggght             
124,0,thougggggggggggght            
125,0,thouggggggggggggght           
126,0,thougggggggggggggght          
127,0,thouggggggggggggggght         
128,0,thoughht                      
129,0,thoughhht                     
130,0,thoughhhht                    
131,0,thoughhhhht                   
132,0,thoughhhhhht                  
133,0,thoughhhhhhht                 
134,0,thoughhhhhhhht                
135,0,thoughhhhhhhhht               
136,0,thoughhhhhhhhhht              
137,0,thoughhhhhhhhhhht             
138,0,thoughhhhhhhhhhhht            
139,0,thoughhhhhhhhhhhhht           
140,0,thoughhhhhhhhhhhhhht          
141,0,thoughhhhhhhhhhhhhhht         
142,0,thoughtt                      
143,0,thoughttt                     
144,0,thoughtttt                    
145,0,thoughttttt                   
146,0,thoughtttttt                  
147,0,thoughttttttt                 
148,0,thoughtttttttt                
149,0,thoughttttttttt               
150,0,thoughtttttttttt              
151,0,thoughttttttttttt             
152,0,thoughtttttttttttt            
153,0,thoughttttttttttttt           
154,0,thoughtttttttttttttt          
155,0,thoughttttttttttttttt         
156,1,hot                           
157,1,hhot                          
158,1,hhhot                         
159,1,hhhhot                        
160,1,hhhhhot                       
161,1,hhhhhhot                      
162,1,hhhhhhhot                     
163,1,hhhhhhhhot                    
164,1,hhhhhhhhhot                   
165,1,hhhhhhhhhhot                  
166,1,hhhhhhhhhhhot                 
167,1,hhhhhhhhhhhhot                
168,1,hhhhhhhhhhhhhot               
169,1,hhhhhhhhhhhhhhot              
170,1,hhhhhhhhhhhhhhhot             
171,1,hoot                          
172,1,hooot                         
173,1,hoooot                        
174,1,hooooot                       
175,1,hoooooot                      
176,1,hooooooot                     
177,1,hoooooooot                    
178,1,hooooooooot                   
179,1,hoooooooooot                  
180,1,hooooooooooot                 
181,1,hoooooooooooot                
182,1,hooooooooooooot               
183,1,hoooooooooooooot              
184,1,hooooooooooooooot             
185,1,hott                          
186,1,hottt                         
187,1,hotttt                        
188,1,hottttt                       
189,1,hotttttt                      
190,1,hottttttt                     
191,1,hotttttttt                    
192,1,hottttttttt                   
193,1,hotttttttttt                  
194,1,hottttttttttt                 
195,1,hotttttttttttt                
196,1,hottttttttttttt               
197,1,hotttttttttttttt              
198,1,hottttttttttttttt             
199,1,shot                          
200,1,sshot                         
201,1,ssshot                        
202,1,sssshot                       
203,1,ssssshot                      
204,1,sssssshot                     
205,1,ssssssshot                    
206,1,sssssssshot                   
207,1,ssssssssshot                  
208,1,sssssssssshot                 
209,1,ssssssssssshot                
210,1,sssssssssssshot               
211,1,ssssssssssssshot              
212,1,sssssssssssssshot             
213,1,ssssssssssssssshot            
214,1,shhot                         
215,1,shhhot                        
216,1,shhhhot                       
217,1,shhhhhot                      
218,1,shhhhhhot                     
219,1,shhhhhhhot                    
220,1,shhhhhhhhot                   
221,1,shhhhhhhhhot                  
222,1,shhhhhhhhhhot                 
223,1,shhhhhhhhhhhot                
224,1,shhhhhhhhhhhhot               
225,1,shhhhhhhhhhhhhot              
226,1,shhhhhhhhhhhhhhot             
227,1,shhhhhhhhhhhhhhhot            
228,1,shoot                         
229,1,shooot                        
230,1,shoooot                       
231,1,shooooot                      
232,1,shoooooot                     
233,1,shooooooot                    
234,1,shoooooooot                   
235,1,shooooooooot                  
236,1,shoooooooooot                 
237,1,shooooooooooot                
238,1,shoooooooooooot               
239,1,shooooooooooooot              
240,1,shoooooooooooooot             
241,1,shooooooooooooooot            
242,1,shott                         
243,1,shottt                        
244,1,shotttt                       
245,1,shottttt                      
246,1,shotttttt                     
247,1,shottttttt                    
248,1,shotttttttt                   
249,1,shottttttttt                  
250,1,shotttttttttt                 
251,1,shottttttttttt                
252,1,shotttttttttttt               
253,1,shottttttttttttt              
254,1,shotttttttttttttt             
255,1,shottttttttttttttt            
256,1,what                          
257,1,wwhat                         
258,1,wwwhat                        
259,1,wwwwhat                       
260,1,wwwwwhat                      
261,1,wwwwwwhat                     
262,1,wwwwwwwhat                    
263,1,wwwwwwwwhat                   
264,1,wwwwwwwwwhat                  
265,1,wwwwwwwwwwhat                 
266,1,wwwwwwwwwwwhat                
267,1,wwwwwwwwwwwwhat               
268,1,wwwwwwwwwwwwwhat              
269,1,wwwwwwwwwwwwwwhat             
270,1,wwwwwwwwwwwwwwwhat            
271,1,whhat                         
272,1,whhhat                        
273,1,whhhhat                       
274,1,whhhhhat                      
275,1,whhhhhhat                     
276,1,whhhhhhhat                    
277,1,whhhhhhhhat                   
278,1,whhhhhhhhhat                  
279,1,whhhhhhhhhhat                 
280,1,whhhhhhhhhhhat                
281,1,whhhhhhhhhhhhat               
282,1,whhhhhhhhhhhhhat              
283,1,whhhhhhhhhhhhhhat             
284,1,whhhhhhhhhhhhhhhat            
285,1,whaat                         
286,1,whaaat                        
287,1,whaaaat                       
288,1,whaaaaat                      
289,1,whaaaaaat                     
290,1,whaaaaaaat                    
291,1,whaaaaaaaat                   
292,1,whaaaaaaaaat                  
293,1,whaaaaaaaaaat                 
294,1,whaaaaaaaaaaat                
295,1,whaaaaaaaaaaaat               
296,1,whaaaaaaaaaaaaat              
297,1,whaaaaaaaaaaaaaat             
298,1,whaaaaaaaaaaaaaaat            
299,1,whatt                         
300,1,whattt                        
301,1,whatttt                       
302,1,whattttt                      
303,1,whatttttt                     
304,1,whattttttt                    
305,1,whatttttttt                   
306,1,whattttttttt                  
307,1,whatttttttttt                 
308,1,whattttttttttt                
309,1,whatttttttttttt               
310,1,whattttttttttttt              
311,1,whatttttttttttttt             
312,1,whattttttttttttttt            
313,1,actually                      
314,1,aactually                     
315,1,aaactually                    
316,1,aaaactually                   
317,1,aaaaactually                  
318,1,aaaaaactually                 
319,1,aaaaaaactually                
320,1,aaaaaaaactually               
321,1,aaaaaaaaactually              
322,1,aaaaaaaaaactually             
323,1,aaaaaaaaaaactually            
324,1,aaaaaaaaaaaactually           
325,1,aaaaaaaaaaaaactually          
326,1,aaaaaaaaaaaaaactually         
327,1,aaaaaaaaaaaaaaactually        
328,1,acctually                     
329,1,accctually                    
330,1,acccctually                   
331,1,accccctually                  
332,1,acccccctually                 
333,1,accccccctually                
334,1,acccccccctually               
335,1,accccccccctually              
336,1,acccccccccctually             
337,1,accccccccccctually            
338,1,acccccccccccctually           
339,1,accccccccccccctually          
340,1,acccccccccccccctually         
341,1,accccccccccccccctually        
342,1,acttually                     
343,1,actttually                    
344,1,acttttually                   
345,1,actttttually                  
346,1,acttttttually                 
347,1,actttttttually                
348,1,acttttttttually               
349,1,actttttttttually              
350,1,acttttttttttually             
351,1,actttttttttttually            
352,1,acttttttttttttually           
353,1,actttttttttttttually          
354,1,acttttttttttttttually         
355,1,actttttttttttttttually        
356,1,actuually                     
357,1,actuuually                    
358,1,actuuuually                   
359,1,actuuuuually                  
360,1,actuuuuuually                 
361,1,actuuuuuuually                
362,1,actuuuuuuuually               
363,1,actuuuuuuuuually              
364,1,actuuuuuuuuuually             
365,1,actuuuuuuuuuuually            
366,1,actuuuuuuuuuuuually           
367,1,actuuuuuuuuuuuuually          
368,1,actuuuuuuuuuuuuuually         
369,1,actuuuuuuuuuuuuuuually        
370,1,actuaally                     
371,1,actuaaally                    
372,1,actuaaaally                   
373,1,actuaaaaally                  
374,1,actuaaaaaally                 
375,1,actuaaaaaaally                
376,1,actuaaaaaaaally               
377,1,actuaaaaaaaaally              
378,1,actuaaaaaaaaaally             
379,1,actuaaaaaaaaaaally            
380,1,actuaaaaaaaaaaaally           
381,1,actuaaaaaaaaaaaaally          
382,1,actuaaaaaaaaaaaaaally         
383,1,actuaaaaaaaaaaaaaaally        
384,1,actuallly                     
385,1,actualllly                    
386,1,actuallllly                   
387,1,actualllllly                  
388,1,actuallllllly                 
389,1,actualllllllly                
390,1,actuallllllllly               
391,1,actualllllllllly              
392,1,actuallllllllllly             
393,1,actualllllllllllly            
394,1,actuallllllllllllly           
395,1,actualllllllllllllly          
396,1,actuallllllllllllllly         
397,1,actualllllllllllllllly        
398,1,actuallly                     
399,1,actualllly                    
400,1,actuallllly                   
401,1,actualllllly                  
402,1,actuallllllly                 
403,1,actualllllllly                
404,1,actuallllllllly               
405,1,actualllllllllly              
406,1,actuallllllllllly             
407,1,actualllllllllllly            
408,1,actuallllllllllllly           
409,1,actualllllllllllllly          
410,1,actuallllllllllllllly         
411,1,actualllllllllllllllly        
412,1,actuallyy                     
413,1,actuallyyy                    
414,1,actuallyyyy                   
415,1,actuallyyyyy                  
416,1,actuallyyyyyy                 
417,1,actuallyyyyyyy                
418,1,actuallyyyyyyyy               
419,1,actuallyyyyyyyyy              
420,1,actuallyyyyyyyyyy             
421,1,actuallyyyyyyyyyyy            
422,1,actuallyyyyyyyyyyyy           
423,1,actuallyyyyyyyyyyyyy          
424,1,actuallyyyyyyyyyyyyyy         
425,1,actuallyyyyyyyyyyyyyyy        
426,1,ax                            
427,1,aax                           
428,1,aaax                          
429,1,aaaax                         
430,1,aaaaax                        
431,1,aaaaaax                       
432,1,aaaaaaax                      
433,1,aaaaaaaax                     
434,1,aaaaaaaaax                    
435,1,aaaaaaaaaax                   
436,1,aaaaaaaaaaax                  
437,1,aaaaaaaaaaaax                 
438,1,aaaaaaaaaaaaax                
439,1,aaaaaaaaaaaaaax               
440,1,aaaaaaaaaaaaaaax              
441,1,axx                           
442,1,axxx                          
443,1,axxxx                         
444,1,axxxxx                        
445,1,axxxxxx                       
446,1,axxxxxxx                      
447,1,axxxxxxxx                     
448,1,axxxxxxxxx                    
449,1,axxxxxxxxxx                   
450,1,axxxxxxxxxxx                  
451,1,axxxxxxxxxxxx                 
452,1,axxxxxxxxxxxxx                
453,1,axxxxxxxxxxxxxx               
454,1,axxxxxxxxxxxxxxx              
455,1,trust                         
456,1,ttrust                        
457,1,tttrust                       
458,1,ttttrust                      
459,1,tttttrust                     
460,1,ttttttrust                    
461,1,tttttttrust                   
462,1,ttttttttrust                  
463,1,tttttttttrust                 
464,1,ttttttttttrust                
465,1,tttttttttttrust               
466,1,ttttttttttttrust              
467,1,tttttttttttttrust             
468,1,ttttttttttttttrust            
469,1,tttttttttttttttrust           
470,1,trrust                        
471,1,trrrust                       
472,1,trrrrust                      
473,1,trrrrrust                     
474,1,trrrrrrust                    
475,1,trrrrrrrust                   
476,1,trrrrrrrrust                  
477,1,trrrrrrrrrust                 
478,1,trrrrrrrrrrust                
479,1,trrrrrrrrrrrust               
480,1,trrrrrrrrrrrrust              
481,1,trrrrrrrrrrrrrust             
482,1,trrrrrrrrrrrrrrust            
483,1,trrrrrrrrrrrrrrrust           
484,1,truust                        
485,1,truuust                       
486,1,truuuust                      
487,1,truuuuust                     
488,1,truuuuuust                    
489,1,truuuuuuust                   
490,1,truuuuuuuust                  
491,1,truuuuuuuuust                 
492,1,truuuuuuuuuust                
493,1,truuuuuuuuuuust               
494,1,truuuuuuuuuuuust              
495,1,truuuuuuuuuuuuust             
496,1,truuuuuuuuuuuuuust            
497,1,truuuuuuuuuuuuuuust           
498,1,trusst                        
499,1,trussst                       
500,1,trusssst                      
501,1,trussssst                     
502,1,trusssssst                    
503,1,trussssssst                   
504,1,trusssssssst                  
505,1,trussssssssst                 
506,1,trusssssssssst                
507,1,trussssssssssst               
508,1,trusssssssssssst              
509,1,trussssssssssssst             
510,1,trusssssssssssssst            
511,1,trussssssssssssssst           
512,1,trustt                        
513,1,trusttt                       
514,1,trustttt                      
515,1,trusttttt                     
516,1,trustttttt                    
517,1,trusttttttt                   
518,1,trustttttttt                  
519,1,trusttttttttt                 
520,1,trustttttttttt                
521,1,trusttttttttttt               
522,1,trustttttttttttt              
523,1,trusttttttttttttt             
524,1,trustttttttttttttt            
525,1,trusttttttttttttttt           
526,1,xerxes                        
527,1,xxerxes                       
528,1,xxxerxes                      
529,1,xxxxerxes                     
530,1,xxxxxerxes                    
531,1,xxxxxxerxes                   
532,1,xxxxxxxerxes                  
533,1,xxxxxxxxerxes                 
534,1,xxxxxxxxxerxes                
535,1,xxxxxxxxxxerxes               
536,1,xxxxxxxxxxxerxes              
537,1,xxxxxxxxxxxxerxes             
538,1,xxxxxxxxxxxxxerxes            
539,1,xxxxxxxxxxxxxxerxes           
540,1,xxxxxxxxxxxxxxxerxes          
541,1,xeerxes                       
542,1,xeeerxes                      
543,1,xeeeerxes                     
544,1,xeeeeerxes                    
545,1,xeeeeeerxes                   
546,1,xeeeeeeerxes                  
547,1,xeeeeeeeerxes                 
548,1,xeeeeeeeeerxes                
549,1,xeeeeeeeeeerxes               
550,1,xeeeeeeeeeeerxes              
551,1,xeeeeeeeeeeeerxes             
552,1,xeeeeeeeeeeeeerxes            
553,1,xeeeeeeeeeeeeeerxes           
554,1,xeeeeeeeeeeeeeeerxes          
555,1,xerrxes                       
556,1,xerrrxes                      
557,1,xerrrrxes                     
558,1,xerrrrrxes                    
559,1,xerrrrrrxes                   
560,1,xerrrrrrrxes                  
561,1,xerrrrrrrrxes                 
562,1,xerrrrrrrrrxes                
563,1,xerrrrrrrrrrxes               
564,1,xerrrrrrrrrrrxes              
565,1,xerrrrrrrrrrrrxes             
566,1,xerrrrrrrrrrrrrxes            
567,1,xerrrrrrrrrrrrrrxes           
568,1,xerrrrrrrrrrrrrrrxes          
569,1,xerxxes                       
570,1,xerxxxes                      
571,1,xerxxxxes                     
572,1,xerxxxxxes                    
573,1,xerxxxxxxes                   
574,1,xerxxxxxxxes                  
575,1,xerxxxxxxxxes                 
576,1,xerxxxxxxxxxes                
577,1,xerxxxxxxxxxxes               
578,1,xerxxxxxxxxxxxes              
579,1,xerxxxxxxxxxxxxes             
580,1,xerxxxxxxxxxxxxxes            
581,1,xerxxxxxxxxxxxxxxes           
582,1,xerxxxxxxxxxxxxxxxes          
583,1,xerxees                       
584,1,xerxeees                      
585,1,xerxeeees                     
586,1,xerxeeeees                    
587,1,xerxeeeeees                   
588,1,xerxeeeeeees                  
589,1,xerxeeeeeeees                 
590,1,xerxeeeeeeeees                
591,1,xerxeeeeeeeeees               
592,1,xerxeeeeeeeeeees              
593,1,xerxeeeeeeeeeeees             
594,1,xerxeeeeeeeeeeeees            
595,1,xerxeeeeeeeeeeeeees           
596,1,xerxeeeeeeeeeeeeeees          
597,1,xerxess                       
598,1,xerxesss                      
599,1,xerxessss                     
600,1,xerxesssss                    
601,1,xerxessssss                   
602,1,xerxesssssss                  
603,1,xerxessssssss                 
604,1,xerxesssssssss                
605,1,xerxessssssssss               
606,1,xerxesssssssssss              
607,1,xerxessssssssssss             
608,1,xerxesssssssssssss            
609,1,xerxessssssssssssss           
610,1,xerxesssssssssssssss          
611,1,arjun                         
612,1,aarjun                        
613,1,aaarjun                       
614,1,aaaarjun                      
615,1,aaaaarjun                     
616,1,aaaaaarjun                    
617,1,aaaaaaarjun                   
618,1,aaaaaaaarjun                  
619,1,aaaaaaaaarjun                 
620,1,aaaaaaaaaarjun                
621,1,aaaaaaaaaaarjun               
622,1,aaaaaaaaaaaarjun              
623,1,aaaaaaaaaaaaarjun             
624,1,aaaaaaaaaaaaaarjun            
625,1,aaaaaaaaaaaaaaarjun           
626,1,arrjun                        
627,1,arrrjun                       
628,1,arrrrjun                      
629,1,arrrrrjun                     
630,1,arrrrrrjun                    
631,1,arrrrrrrjun                   
632,1,arrrrrrrrjun                  
633,1,arrrrrrrrrjun                 
634,1,arrrrrrrrrrjun                
635,1,arrrrrrrrrrrjun               
636,1,arrrrrrrrrrrrjun              
637,1,arrrrrrrrrrrrrjun             
638,1,arrrrrrrrrrrrrrjun            
639,1,arrrrrrrrrrrrrrrjun           
640,1,arjjun                        
641,1,arjjjun                       
642,1,arjjjjun                      
643,1,arjjjjjun                     
644,1,arjjjjjjun                    
645,1,arjjjjjjjun                   
646,1,arjjjjjjjjun                  
647,1,arjjjjjjjjjun                 
648,1,arjjjjjjjjjjun                
649,1,arjjjjjjjjjjjun               
650,1,arjjjjjjjjjjjjun              
651,1,arjjjjjjjjjjjjjun             
652,1,arjjjjjjjjjjjjjjun            
653,1,arjjjjjjjjjjjjjjjun           
654,1,arjuun                        
655,1,arjuuun                       
656,1,arjuuuun                      
657,1,arjuuuuun                     
658,1,arjuuuuuun                    
659,1,arjuuuuuuun                   
660,1,arjuuuuuuuun                  
661,1,arjuuuuuuuuun                 
662,1,arjuuuuuuuuuun                
663,1,arjuuuuuuuuuuun               
664,1,arjuuuuuuuuuuuun              
665,1,arjuuuuuuuuuuuuun             
666,1,arjuuuuuuuuuuuuuun            
667,1,arjuuuuuuuuuuuuuuun           
668,1,arjunn                        
669,1,arjunnn                       
670,1,arjunnnn                      
671,1,arjunnnnn                     
672,1,arjunnnnnn                    
673,1,arjunnnnnnn                   
674,1,arjunnnnnnnn                  
675,1,arjunnnnnnnnn                 
676,1,arjunnnnnnnnnn                
677,1,arjunnnnnnnnnnn               
678,1,arjunnnnnnnnnnnn              
679,1,arjunnnnnnnnnnnnn             
680,1,arjunnnnnnnnnnnnnn            
681,1,arjunnnnnnnnnnnnnnn           
682,1,ally                          
683,1,aally                         
684,1,aaally                        
685,1,aaaally                       
686,1,aaaaally                      
687,1,aaaaaally                     
688,1,aaaaaaally                    
689,1,aaaaaaaally                   
690,1,aaaaaaaaally                  
691,1,aaaaaaaaaally                 
692,1,aaaaaaaaaaally                
693,1,aaaaaaaaaaaally               
694,1,aaaaaaaaaaaaally              
695,1,aaaaaaaaaaaaaally             
696,1,aaaaaaaaaaaaaaally            
697,1,allly                         
698,1,alllly                        
699,1,allllly                       
700,1,alllllly                      
701,1,allllllly                     
702,1,alllllllly                    
703,1,allllllllly                   
704,1,alllllllllly                  
705,1,allllllllllly                 
706,1,alllllllllllly                
707,1,allllllllllllly               
708,1,alllllllllllllly              
709,1,allllllllllllllly             
710,1,alllllllllllllllly            
711,1,allly                         
712,1,alllly                        
713,1,allllly                       
714,1,alllllly                      
715,1,allllllly                     
716,1,alllllllly                    
717,1,allllllllly                   
718,1,alllllllllly                  
719,1,allllllllllly                 
720,1,alllllllllllly                
721,1,allllllllllllly               
722,1,alllllllllllllly              
723,1,allllllllllllllly             
724,1,alllllllllllllllly            
725,1,allyy                         
726,1,allyyy                        
727,1,allyyyy                       
728,1,allyyyyy                      
729,1,allyyyyyy                     
730,1,allyyyyyyy                    
731,1,allyyyyyyyy                   
732,1,allyyyyyyyyy                  
733,1,allyyyyyyyyyy                 
734,1,allyyyyyyyyyyy                
735,1,allyyyyyyyyyyyy               
736,1,allyyyyyyyyyyyyy              
737,1,allyyyyyyyyyyyyyy             
738,1,allyyyyyyyyyyyyyyy            
739,1,rosy                          
740,1,rrosy                         
741,1,rrrosy                        
742,1,rrrrosy                       
743,1,rrrrrosy                      
744,1,rrrrrrosy                     
745,1,rrrrrrrosy                    
746,1,rrrrrrrrosy                   
747,1,rrrrrrrrrosy                  
748,1,rrrrrrrrrrosy                 
749,1,rrrrrrrrrrrosy                
750,1,rrrrrrrrrrrrosy               
751,1,rrrrrrrrrrrrrosy              
752,1,rrrrrrrrrrrrrrosy             
753,1,rrrrrrrrrrrrrrrosy            
754,1,roosy                         
755,1,rooosy                        
756,1,roooosy                       
757,1,rooooosy                      
758,1,roooooosy                     
759,1,rooooooosy                    
760,1,roooooooosy                   
761,1,rooooooooosy                  
762,1,roooooooooosy                 
763,1,rooooooooooosy                
764,1,roooooooooooosy               
765,1,rooooooooooooosy              
766,1,roooooooooooooosy             
767,1,rooooooooooooooosy            
768,1,rossy                         
769,1,rosssy                        
770,1,rossssy                       
771,1,rosssssy                      
772,1,rossssssy                     
773,1,rosssssssy                    
774,1,rossssssssy                   
775,1,rosssssssssy                  
776,1,rossssssssssy                 
777,1,rosssssssssssy                
778,1,rossssssssssssy               
779,1,rosssssssssssssy              
780,1,rossssssssssssssy             
781,1,rosssssssssssssssy            
782,1,rosyy                         
783,1,rosyyy                        
784,1,rosyyyy                       
785,1,rosyyyyy                      
786,1,rosyyyyyy                     
787,1,rosyyyyyyy                    
788,1,rosyyyyyyyy                   
789,1,rosyyyyyyyyy                  
790,1,rosyyyyyyyyyy                 
791,1,rosyyyyyyyyyyy                
792,1,rosyyyyyyyyyyyy               
793,1,rosyyyyyyyyyyyyy              
794,1,rosyyyyyyyyyyyyyy             
795,1,rosyyyyyyyyyyyyyyy            
796,1,omg                           
797,1,oomg                          
798,1,ooomg                         
799,1,oooomg                        
800,1,ooooomg                       
801,1,oooooomg                      
802,1,ooooooomg                     
803,1,oooooooomg                    
804,1,ooooooooomg                   
805,1,oooooooooomg                  
806,1,ooooooooooomg                 
807,1,oooooooooooomg                
808,1,ooooooooooooomg               
809,1,oooooooooooooomg              
810,1,ooooooooooooooomg             
811,1,ommg                          
812,1,ommmg                         
813,1,ommmmg                        
814,1,ommmmmg                       
815,1,ommmmmmg                      
816,1,ommmmmmmg                     
817,1,ommmmmmmmg                    
818,1,ommmmmmmmmg                   
819,1,ommmmmmmmmmg                  
820,1,ommmmmmmmmmmg                 
821,1,ommmmmmmmmmmmg                
822,1,ommmmmmmmmmmmmg               
823,1,ommmmmmmmmmmmmmg              
824,1,ommmmmmmmmmmmmmmg             
825,1,omgg                          
826,1,omggg                         
827,1,omgggg                        
828,1,omggggg                       
829,1,omgggggg                      
830,1,omggggggg                     
831,1,omgggggggg                    
832,1,omggggggggg                   
833,1,omgggggggggg                  
834,1,omggggggggggg                 
835,1,omgggggggggggg                
836,1,omggggggggggggg               
837,1,omgggggggggggggg              
838,1,omggggggggggggggg             
839,1,lol                           
840,1,llol                          
841,1,lllol                         
842,1,llllol                        
843,1,lllllol                       
844,1,llllllol                      
845,1,lllllllol                     
846,1,llllllllol                    
847,1,lllllllllol                   
848,1,llllllllllol                  
849,1,lllllllllllol                 
850,1,llllllllllllol                
851,1,lllllllllllllol               
852,1,llllllllllllllol              
853,1,lllllllllllllllol             
854,1,lool                          
855,1,loool                         
856,1,looool                        
857,1,loooool                       
858,1,looooool                      
859,1,loooooool                     
860,1,looooooool                    
861,1,loooooooool                   
862,1,looooooooool                  
863,1,loooooooooool                 
864,1,looooooooooool                
865,1,loooooooooooool               
866,1,looooooooooooool              
867,1,loooooooooooooool             
868,1,loll                          
869,1,lolll                         
870,1,lollll                        
871,1,lolllll                       
872,1,lollllll                      
873,1,lolllllll                     
874,1,lollllllll                    
875,1,lolllllllll                   
876,1,lollllllllll                  
877,1,lolllllllllll                 
878,1,lollllllllllll                
879,1,lolllllllllllll               
880,1,lollllllllllllll              
881,1,lolllllllllllllll             
882,1,wtf                           
883,1,wwtf                          
884,1,wwwtf                         
885,1,wwwwtf                        
886,1,wwwwwtf                       
887,1,wwwwwwtf                      
888,1,wwwwwwwtf                     
889,1,wwwwwwwwtf                    
890,1,wwwwwwwwwtf                   
891,1,wwwwwwwwwwtf                  
892,1,wwwwwwwwwwwtf                 
893,1,wwwwwwwwwwwwtf                
894,1,wwwwwwwwwwwwwtf               
895,1,wwwwwwwwwwwwwwtf              
896,1,wwwwwwwwwwwwwwwtf             
897,1,wttf                          
898,1,wtttf                         
899,1,wttttf                        
900,1,wtttttf                       
901,1,wttttttf                      
902,1,wtttttttf                     
903,1,wttttttttf                    
904,1,wtttttttttf                   
905,1,wttttttttttf                  
906,1,wtttttttttttf                 
907,1,wttttttttttttf                
908,1,wtttttttttttttf               
909,1,wttttttttttttttf              
910,1,wtttttttttttttttf             
911,1,wtff                          
912,1,wtfff                         
913,1,wtffff                        
914,1,wtfffff                       
915,1,wtffffff                      
916,1,wtfffffff                     
917,1,wtffffffff                    
918,1,wtfffffffff                   
919,1,wtffffffffff                  
920,1,wtfffffffffff                 
921,1,wtffffffffffff                
922,1,wtfffffffffffff               
923,1,wtffffffffffffff              
924,1,wtfffffffffffffff             
925,1,think                         
926,1,tthink                        
927,1,ttthink                       
928,1,tttthink                      
929,1,ttttthink                     
930,1,tttttthink                    
931,1,ttttttthink                   
932,1,tttttttthink                  
933,1,ttttttttthink                 
934,1,tttttttttthink                
935,1,ttttttttttthink               
936,1,tttttttttttthink              
937,1,ttttttttttttthink             
938,1,tttttttttttttthink            
939,1,ttttttttttttttthink           
940,1,thhink                        
941,1,thhhink                       
942,1,thhhhink                      
943,1,thhhhhink                     
944,1,thhhhhhink                    
945,1,thhhhhhhink                   
946,1,thhhhhhhhink                  
947,1,thhhhhhhhhink                 
948,1,thhhhhhhhhhink                
949,1,thhhhhhhhhhhink               
950,1,thhhhhhhhhhhhink              
951,1,thhhhhhhhhhhhhink             
952,1,thhhhhhhhhhhhhhink            
953,1,thhhhhhhhhhhhhhhink           
